school_id,academic_year,grade_level,average_score,attendance_percentage,dropout_risk_flag
SCH_0118,2024,4.0,,,
SCH_0030,2020,1.0,63.26,87.04,0.0
SCH_0110,2019,,59.07,,
SCH_0052,2021,5.0,,89.31,
SCH_0084,2022,1.0,72.3,82.87,0.0
SCH_0105,2023,5.0,93.2,90.62,0.0
SCH_0002,2024,3.0,,,
SCH_0075,2019,8.0,58.39,98.33,0.0
SCH_0008,2019,7.0,,67.39,
SCH_0014,2022,10.0,,,
SCH_0103,2022,7.0,,97.14,
SCH_0072,2021,3.0,,,
SCH_0055,2024,12.0,,,
SCH_0045,2023,2.0,,90.28,
SCH_0016,2024,2.0,,,
SCH_0101,2020,11.0,,80.3,
SCH_0010,2022,4.0,,,
SCH_0034,2022,10.0,93.65,72.29,0.0
SCH_0085,2020,10.0,89.52,,
SCH_0075,2020,,,70.98,
SCH_0064,2020,10.0,,,
SCH_0042,2024,4.0,93.91,,
SCH_0084,2020,,69.76,,
SCH_0036,2024,12.0,,,
SCH_0076,2021,10.0,75.75,80.31,0.0
SCH_0095,2020,4.0,79.02,,
SCH_0020,2024,2.0,92.81,77.82,0.0
SCH_0111,2023,12.0,71.68,,
SCH_0070,2024,6.0,49.91,,
SCH_0023,2020,,,68.19,
SCH_0064,2019,11.0,,,
SCH_0015,2019,,94.97,70.47,1.0
SCH_0111,2019,1.0,43.51,69.57,1.0
SCH_0102,2021,11.0,69.22,,
SCH_0080,2019,9.0,54.34,,
SCH_0050,2021,8.0,,88.82,
SCH_0009,2020,9.0,48.93,83.41,1.0
SCH_0079,2024,8.0,60.58,81.57,0.0
SCH_0082,2020,4.0,,,
SCH_0110,2021,9.0,53.34,98.58,0.0
SCH_0064,2021,2.0,49.87,73.87,1.0
SCH_0048,2021,9.0,85.77,79.09,0.0
SCH_0050,2020,2.0,,93.68,
SCH_0046,2024,7.0,,90.48,
SCH_0025,2023,5.0,59.83,,
SCH_0064,2023,12.0,,62.0,
SCH_0097,2020,7.0,,,
SCH_0019,2023,5.0,84.93,66.39,1.0
SCH_0038,2020,4.0,89.59,,
SCH_0075,2022,11.0,44.98,90.42,1.0
SCH_0062,2020,6.0,77.5,,
SCH_0008,2020,,53.79,,
SCH_0014,2022,6.0,75.31,82.66,0.0
SCH_0096,2020,2.0,,,
SCH_0080,2022,3.0,,84.38,
SCH_0053,2023,5.0,,,
SCH_0010,2020,1.0,,67.92,
SCH_0012,2021,10.0,,91.42,
SCH_0051,2019,6.0,,64.24,
SCH_0033,2021,3.0,86.54,92.92,0.0
SCH_0074,2019,,,75.54,
SCH_0081,2022,,74.63,88.91,0.0
SCH_0061,2021,1.0,,,
SCH_0033,2019,8.0,,,
SCH_0020,2022,5.0,,,
SCH_0085,2023,7.0,,78.88,
SCH_0116,2024,11.0,,73.41,
SCH_0059,2023,6.0,,,
SCH_0026,2019,,,61.63,
SCH_0015,2023,8.0,,82.96,
SCH_0038,2019,10.0,,65.12,
SCH_0001,2023,1.0,56.86,65.7,1.0
SCH_0061,2020,5.0,41.88,,
SCH_0076,2022,1.0,,,
SCH_0002,2022,9.0,54.42,,
SCH_0119,2020,4.0,,,
SCH_0080,2021,5.0,42.36,91.86,1.0
SCH_0027,2021,5.0,90.31,,
SCH_0098,2020,4.0,,94.56,
SCH_0045,2020,10.0,85.9,,
SCH_0091,2022,2.0,49.35,72.1,1.0
SCH_0110,2023,10.0,,,
SCH_0025,2021,11.0,75.89,,
SCH_0095,2021,2.0,64.83,60.46,1.0
SCH_0114,2024,2.0,90.33,63.96,1.0
SCH_0019,2020,12.0,,94.09,
SCH_0075,2021,11.0,44.45,64.98,1.0
SCH_0113,2020,9.0,65.46,,
SCH_0091,2019,7.0,,,
SCH_0027,2024,1.0,,78.19,
SCH_0053,2020,6.0,58.31,79.81,0.0
SCH_0113,2021,9.0,93.08,97.06,0.0
SCH_0055,2021,1.0,94.37,88.16,0.0
SCH_0107,2022,12.0,46.52,82.39,1.0
SCH_0050,2019,12.0,,,
SCH_0082,2022,2.0,87.32,,
SCH_0070,2020,1.0,,,
SCH_0084,2024,3.0,,,
SCH_0070,2019,5.0,88.0,,
SCH_0101,2020,12.0,83.36,81.16,0.0
SCH_0102,2022,6.0,87.94,80.37,0.0
SCH_0051,2024,8.0,75.0,,
SCH_0031,2020,8.0,59.24,,
SCH_0001,2023,9.0,62.73,90.79,0.0
SCH_0098,2023,9.0,50.24,68.97,1.0
SCH_0075,2020,9.0,80.73,,
SCH_0112,2019,10.0,94.91,,
SCH_0071,2023,9.0,67.06,,
SCH_0005,2022,11.0,,,
SCH_0002,2021,8.0,,,
SCH_0077,2019,1.0,79.04,97.5,0.0
SCH_0086,2023,,,84.8,
SCH_0033,2020,6.0,,,
SCH_0046,2023,12.0,,,
SCH_0002,2024,8.0,,69.72,
SCH_0016,2021,6.0,,63.53,
SCH_0101,2021,,55.31,,
SCH_0068,2019,12.0,63.54,,
SCH_0004,2020,2.0,59.29,,
SCH_0051,2020,11.0,94.49,,
SCH_0101,2022,,,73.4,
SCH_0115,2023,7.0,54.13,,
SCH_0031,2023,9.0,88.1,69.03,1.0
SCH_0079,2021,9.0,,,
SCH_0106,2022,7.0,,,
SCH_0008,2022,3.0,43.2,89.47,1.0
SCH_0052,2019,1.0,,86.03,
SCH_0113,2024,7.0,,,
SCH_0092,2019,3.0,44.5,95.9,1.0
SCH_0066,2020,10.0,,81.4,
SCH_0091,2021,9.0,53.46,,
SCH_0051,2019,4.0,93.69,98.88,0.0
SCH_0042,2023,,66.69,96.86,0.0
SCH_0088,2023,9.0,59.88,88.15,0.0
SCH_0050,2024,,78.22,82.52,0.0
SCH_0029,2022,4.0,,70.6,
SCH_0031,2023,2.0,92.15,,
SCH_0021,2024,10.0,,,
SCH_0018,2020,6.0,70.59,,
SCH_0085,2022,,60.55,68.34,1.0
SCH_0053,2023,3.0,74.09,97.04,0.0
SCH_0083,2021,1.0,,,
SCH_0119,2021,10.0,,,
SCH_0061,2020,,84.78,99.34,0.0
SCH_0050,2024,6.0,77.94,66.3,1.0
SCH_0053,2019,6.0,,77.48,
SCH_0094,2023,4.0,59.96,,
SCH_0005,2023,4.0,,,
SCH_0062,2021,2.0,93.78,,
SCH_0110,2022,1.0,43.73,63.67,1.0
SCH_0095,2022,8.0,,96.62,
SCH_0013,2022,4.0,53.7,68.29,1.0
SCH_0017,2023,6.0,45.91,,
SCH_0064,2020,6.0,50.47,,
SCH_0096,2020,10.0,,,
SCH_0096,2023,5.0,78.17,,
SCH_0027,2019,1.0,,,
SCH_0056,2021,8.0,64.88,82.94,0.0
SCH_0071,2019,,60.74,,
SCH_0116,2021,5.0,,68.66,
SCH_0073,2020,3.0,,67.88,
SCH_0067,2023,9.0,,,
SCH_0032,2021,4.0,,89.05,
SCH_0053,2024,4.0,,,
SCH_0107,2022,8.0,,,
SCH_0082,2023,7.0,45.03,79.95,1.0
SCH_0116,2021,12.0,,,
SCH_0051,2020,3.0,,85.44,
SCH_0043,2020,11.0,,,
SCH_0090,2021,5.0,59.77,84.74,0.0
SCH_0107,2023,8.0,,68.38,
SCH_0041,2022,5.0,,88.24,
SCH_0021,2022,1.0,94.67,,
SCH_0043,2020,2.0,,70.96,
SCH_0078,2023,8.0,82.9,86.58,0.0
SCH_0020,2022,4.0,,71.42,
SCH_0032,2020,3.0,45.97,67.41,1.0
SCH_0086,2023,12.0,62.21,,
SCH_0052,2023,4.0,,,
SCH_0094,2024,5.0,,,
SCH_0003,2022,5.0,,60.17,
SCH_0119,2024,1.0,,,
SCH_0044,2023,10.0,91.4,,
SCH_0013,2024,3.0,,,
SCH_0059,2022,1.0,72.9,,
SCH_0007,2020,9.0,40.77,93.69,1.0
SCH_0107,2021,9.0,,79.9,
SCH_0094,2022,,,86.82,
SCH_0014,2020,,,93.22,
SCH_0042,2021,6.0,61.11,78.11,0.0
SCH_0102,2019,7.0,43.11,,
SCH_0082,2023,1.0,,,
SCH_0039,2022,,,70.67,
SCH_0028,2024,6.0,,89.56,
SCH_0015,2024,7.0,,,
SCH_0041,2020,7.0,,,
SCH_0107,2019,6.0,,,
SCH_0051,2021,6.0,,,
SCH_0001,2019,3.0,,,
SCH_0003,2021,8.0,52.24,67.66,1.0
SCH_0117,2022,3.0,,88.69,
SCH_0070,2024,12.0,56.41,80.83,0.0
SCH_0020,2023,4.0,44.39,,
SCH_0053,2023,11.0,59.07,80.23,0.0
SCH_0110,2023,12.0,,89.15,
SCH_0086,2022,11.0,80.95,99.46,0.0
SCH_0061,2020,10.0,66.42,,
SCH_0039,2020,7.0,,70.03,
SCH_0034,2022,4.0,54.88,,
SCH_0051,2019,4.0,,97.15,
SCH_0005,2023,7.0,,62.42,
SCH_0002,2024,3.0,79.78,,
SCH_0008,2022,8.0,,83.16,
SCH_0038,2022,11.0,,,
SCH_0072,2021,4.0,,88.3,
SCH_0009,2022,7.0,,99.38,
SCH_0106,2023,3.0,47.13,65.08,1.0
SCH_0074,2020,8.0,,94.15,
SCH_0053,2021,12.0,,85.61,
SCH_0119,2022,8.0,52.39,,
SCH_0055,2019,9.0,,,
SCH_0012,2024,,,90.47,
SCH_0118,2021,1.0,,,
SCH_0041,2023,11.0,,,
SCH_0045,2020,6.0,,97.84,
SCH_0036,2020,5.0,49.16,,
SCH_0091,2020,7.0,,62.89,
SCH_0120,2023,5.0,,,
SCH_0093,2022,7.0,65.97,,
SCH_0084,2022,6.0,,,
SCH_0044,2019,10.0,,99.52,
SCH_0007,2019,10.0,,90.08,
SCH_0029,2021,12.0,,,
SCH_0097,2021,10.0,,,
SCH_0049,2020,1.0,87.42,,
SCH_0120,2021,3.0,,71.85,
SCH_0010,2021,11.0,,60.45,
SCH_0081,2023,12.0,,62.68,
SCH_0047,2023,1.0,,80.26,
SCH_0058,2024,8.0,82.2,,
SCH_0102,2021,8.0,85.07,60.61,1.0
SCH_0063,2021,4.0,,71.63,
SCH_0036,2024,2.0,,95.85,
SCH_0079,2024,4.0,56.21,67.18,1.0
SCH_0025,2023,7.0,56.07,93.46,0.0
SCH_0118,2020,12.0,,,
SCH_0040,2019,10.0,63.59,,
SCH_0048,2022,11.0,84.13,84.19,0.0
SCH_0100,2021,5.0,,,
SCH_0099,2019,10.0,,,
SCH_0044,2021,7.0,87.6,82.68,0.0
SCH_0035,2022,2.0,93.0,,
SCH_0113,2021,5.0,,67.6,
SCH_0016,2019,11.0,,81.94,
SCH_0009,2023,10.0,52.73,,
SCH_0062,2024,6.0,49.36,,
SCH_0110,2019,10.0,83.62,,
SCH_0076,2021,9.0,,,
SCH_0072,2019,1.0,42.41,,
SCH_0028,2022,,73.61,,
SCH_0014,2021,4.0,42.37,,
SCH_0064,2020,7.0,,87.4,
SCH_0051,2020,7.0,50.24,95.86,1.0
SCH_0087,2022,8.0,,,
SCH_0036,2024,12.0,50.25,,
SCH_0102,2024,2.0,74.5,95.35,0.0
SCH_0018,2022,10.0,75.86,77.99,0.0
SCH_0078,2024,2.0,,96.73,
SCH_0088,2022,9.0,,,
SCH_0077,2023,1.0,70.02,96.27,0.0
SCH_0106,2024,1.0,,,
SCH_0024,2021,3.0,71.41,97.22,0.0
SCH_0055,2021,9.0,76.83,75.03,0.0
SCH_0084,2023,3.0,68.4,83.76,0.0
SCH_0033,2019,7.0,40.32,90.38,1.0
SCH_0105,2023,4.0,48.8,99.86,1.0
SCH_0104,2022,8.0,,62.45,
SCH_0100,2022,,62.08,,
SCH_0083,2020,5.0,,92.06,
SCH_0037,2020,1.0,,63.17,
SCH_0093,2019,2.0,,94.49,
SCH_0035,2023,9.0,,,
SCH_0062,2024,7.0,,99.46,
SCH_0082,2024,1.0,46.72,90.48,1.0
SCH_0041,2019,9.0,81.1,,
SCH_0114,2023,12.0,85.89,,
SCH_0098,2020,6.0,,,
SCH_0020,2019,3.0,,83.24,
SCH_0046,2021,1.0,67.21,,
SCH_0076,2023,11.0,40.1,,
SCH_0040,2024,9.0,40.52,86.44,1.0
SCH_0105,2020,5.0,75.65,78.94,0.0
SCH_0012,2021,6.0,,76.5,
SCH_0030,2019,11.0,81.45,,
SCH_0108,2023,8.0,70.2,,
SCH_0016,2021,2.0,47.44,91.57,1.0
SCH_0070,2023,6.0,,88.39,
SCH_0051,2020,6.0,,,
SCH_0066,2019,6.0,,,
SCH_0113,2021,2.0,86.85,,
SCH_0074,2020,10.0,,,
SCH_0002,2022,2.0,91.96,61.23,1.0
SCH_0116,2023,11.0,58.21,,
SCH_0073,2020,9.0,51.35,91.45,1.0
SCH_0066,2023,4.0,,,
SCH_0062,2019,6.0,,67.57,
SCH_0019,2022,6.0,,,
SCH_0051,2021,5.0,,85.46,
SCH_0084,2024,7.0,,,
SCH_0091,2019,4.0,,68.19,
SCH_0109,2020,4.0,47.19,66.11,1.0
SCH_0069,2023,6.0,80.89,,
SCH_0111,2023,6.0,70.62,95.72,0.0
SCH_0076,2021,3.0,77.74,83.4,0.0
SCH_0057,2021,1.0,71.7,,
SCH_0039,2020,10.0,,,
SCH_0117,2024,2.0,74.93,63.21,1.0
SCH_0071,2020,7.0,,95.77,
SCH_0102,2019,5.0,,,
SCH_0053,2019,10.0,,75.82,
SCH_0083,2020,,,,
SCH_0054,2020,1.0,,,
SCH_0043,2023,,92.52,90.94,0.0
SCH_0104,2021,12.0,,98.09,
SCH_0007,2021,4.0,42.44,,
SCH_0078,2023,8.0,84.79,88.35,0.0
SCH_0026,2020,4.0,,88.81,
SCH_0111,2021,,72.3,,
SCH_0077,2022,6.0,,,
SCH_0108,2020,10.0,,,
SCH_0096,2021,1.0,,72.41,
SCH_0081,2023,4.0,,,
SCH_0098,2021,11.0,81.02,,
SCH_0035,2021,9.0,50.55,84.85,1.0
SCH_0027,2024,11.0,62.25,93.12,0.0
SCH_0087,2020,4.0,63.88,,
SCH_0026,2020,1.0,,94.38,
SCH_0102,2024,3.0,69.99,78.3,0.0
SCH_0069,2022,12.0,,74.33,
SCH_0115,2021,11.0,,93.32,
SCH_0116,2024,7.0,,92.96,
SCH_0050,2024,,,81.37,
SCH_0038,2019,7.0,46.36,73.57,1.0
SCH_0094,2020,,77.04,,
SCH_0114,2020,7.0,88.71,90.2,0.0
SCH_0095,2023,11.0,,,
SCH_0043,2022,3.0,,69.45,
SCH_0050,2020,6.0,,80.03,
SCH_0033,2021,4.0,,,
SCH_0080,2022,8.0,52.95,77.2,0.0
SCH_0036,2024,11.0,69.38,98.54,0.0
SCH_0060,2021,3.0,53.74,90.79,0.0
SCH_0053,2022,6.0,46.58,,
SCH_0090,2020,11.0,54.16,97.62,0.0
SCH_0002,2021,4.0,,60.65,
SCH_0106,2019,7.0,,,
SCH_0005,2023,1.0,69.55,,
SCH_0018,2024,11.0,85.85,79.45,0.0
SCH_0005,2020,1.0,44.09,91.46,1.0
SCH_0042,2020,7.0,61.61,,
SCH_0035,2020,11.0,64.87,,
SCH_0099,2021,3.0,52.99,97.3,0.0
SCH_0098,2019,1.0,,,
SCH_0104,2024,3.0,85.98,,
SCH_0008,2021,11.0,54.18,66.19,1.0
SCH_0007,2024,6.0,,,
SCH_0016,2022,,53.12,87.71,0.0
SCH_0030,2021,7.0,40.26,75.99,1.0
SCH_0115,2022,9.0,78.03,,
SCH_0067,2023,7.0,83.47,78.32,0.0
SCH_0032,2022,6.0,,,
SCH_0011,2020,12.0,53.12,72.91,0.0
SCH_0100,2020,11.0,92.88,72.22,0.0
SCH_0064,2024,1.0,42.85,86.58,1.0
SCH_0027,2019,6.0,,71.15,
SCH_0068,2019,8.0,,86.61,
SCH_0055,2019,4.0,88.89,65.18,1.0
SCH_0103,2024,8.0,78.88,79.73,0.0
SCH_0113,2020,8.0,,,
SCH_0011,2024,3.0,,88.88,
SCH_0068,2022,9.0,41.5,73.98,1.0
SCH_0010,2019,8.0,94.87,94.78,0.0
SCH_0082,2021,11.0,56.79,65.99,1.0
SCH_0119,2022,9.0,56.07,,
SCH_0022,2020,7.0,,,
SCH_0108,2023,2.0,93.61,71.96,1.0
SCH_0106,2022,1.0,67.45,77.99,0.0
SCH_0101,2024,6.0,,84.88,
SCH_0037,2021,11.0,,,
SCH_0079,2020,12.0,84.03,71.26,1.0
SCH_0053,2021,6.0,,78.3,
SCH_0095,2023,6.0,84.94,99.15,0.0
SCH_0016,2023,3.0,87.57,62.01,1.0
SCH_0026,2022,9.0,49.47,75.45,1.0
SCH_0108,2024,10.0,64.07,,
SCH_0044,2021,5.0,,,
SCH_0007,2021,3.0,,,
SCH_0010,2022,10.0,78.28,,
SCH_0074,2020,10.0,,,
SCH_0062,2020,,45.58,,
SCH_0032,2022,3.0,67.73,,
SCH_0007,2021,8.0,,89.58,
SCH_0102,2019,4.0,48.22,68.42,1.0
SCH_0040,2022,7.0,,82.46,
SCH_0033,2021,8.0,,95.21,
SCH_0016,2021,2.0,90.05,,
SCH_0048,2019,9.0,74.28,,
SCH_0003,2023,8.0,,,
SCH_0036,2019,12.0,,,
SCH_0079,2020,11.0,,94.77,
SCH_0066,2019,5.0,62.28,,
SCH_0086,2022,12.0,,71.47,
SCH_0106,2023,10.0,93.59,65.61,1.0
SCH_0117,2020,1.0,82.62,76.33,0.0
SCH_0086,2021,4.0,54.27,,
SCH_0067,2019,3.0,72.29,64.43,1.0
SCH_0080,2021,8.0,,67.39,
SCH_0118,2020,6.0,,,
SCH_0078,2023,1.0,,90.62,
SCH_0002,2020,1.0,,,
SCH_0046,2024,2.0,86.96,66.29,1.0
SCH_0018,2020,6.0,51.81,,
SCH_0067,2021,12.0,,60.75,
SCH_0065,2019,3.0,,61.56,
SCH_0082,2021,10.0,47.45,,
SCH_0109,2021,,59.79,,
SCH_0110,2022,5.0,,72.32,
SCH_0076,2020,10.0,,69.58,
SCH_0054,2019,12.0,94.7,,
SCH_0114,2023,12.0,,,
SCH_0120,2023,3.0,,85.4,
SCH_0037,2023,6.0,93.81,,
SCH_0061,2022,,,,
SCH_0060,2020,,75.35,,
SCH_0073,2022,4.0,,,
SCH_0022,2023,10.0,59.21,63.8,1.0
SCH_0029,2020,1.0,,75.8,
SCH_0067,2021,6.0,,82.75,
SCH_0079,2019,7.0,,,
SCH_0097,2023,,90.41,80.55,0.0
SCH_0043,2021,,80.56,60.42,1.0
SCH_0061,2024,5.0,83.01,85.57,0.0
SCH_0025,2021,11.0,54.86,,
SCH_0076,2024,5.0,,,
SCH_0039,2022,10.0,85.2,,
SCH_0086,2024,,,,
SCH_0081,2019,,,,
SCH_0080,2024,9.0,,88.96,
SCH_0110,2022,4.0,,64.42,
SCH_0047,2021,,55.6,98.52,0.0
SCH_0032,2023,7.0,46.01,,
SCH_0027,2020,2.0,47.79,,
SCH_0095,2022,5.0,60.48,79.03,0.0
SCH_0046,2024,12.0,84.0,,
SCH_0050,2023,8.0,56.06,,
SCH_0102,2021,,92.05,65.18,1.0
SCH_0070,2023,6.0,,87.6,
SCH_0086,2024,9.0,63.5,82.94,0.0
SCH_0042,2023,2.0,,87.23,
SCH_0093,2020,3.0,68.76,91.15,0.0
SCH_0022,2020,6.0,74.32,92.79,0.0
SCH_0018,2023,4.0,41.41,75.82,1.0
SCH_0119,2021,7.0,,60.35,
SCH_0081,2024,2.0,,,
SCH_0105,2021,6.0,,62.95,
SCH_0022,2021,6.0,,63.29,
SCH_0025,2023,4.0,,70.67,
SCH_0006,2022,10.0,,,
SCH_0076,2023,12.0,93.95,62.02,1.0
SCH_0062,2023,10.0,63.55,,
SCH_0034,2024,2.0,53.46,,
SCH_0097,2023,9.0,,69.37,
SCH_0030,2024,6.0,54.95,84.07,0.0
SCH_0111,2024,11.0,46.87,,
SCH_0097,2019,6.0,,95.65,
SCH_0002,2023,11.0,76.06,,
SCH_0074,2022,10.0,86.33,,
SCH_0091,2022,10.0,,94.5,
SCH_0010,2022,10.0,,,
SCH_0040,2022,3.0,,,
SCH_0075,2022,11.0,92.19,,
SCH_0074,2019,,,94.76,
SCH_0081,2024,7.0,59.27,74.77,0.0
SCH_0013,2019,7.0,,,
SCH_0095,2021,2.0,46.66,,
SCH_0103,2020,4.0,60.4,,
SCH_0002,2019,9.0,,61.71,
SCH_0030,2021,10.0,,,
SCH_0090,2023,3.0,,76.62,
SCH_0104,2020,4.0,,69.27,
SCH_0081,2021,12.0,,85.96,
SCH_0041,2020,6.0,67.69,66.23,1.0
SCH_0094,2020,1.0,69.0,64.63,1.0
SCH_0103,2022,1.0,,90.02,
SCH_0079,2021,2.0,65.33,,
SCH_0011,2019,2.0,88.19,,
SCH_0016,2019,6.0,,,
SCH_0063,2019,12.0,,,
SCH_0043,2022,12.0,,97.6,
SCH_0018,2020,7.0,43.87,,
SCH_0080,2023,4.0,68.91,,
SCH_0079,2024,1.0,,87.46,
SCH_0053,2019,9.0,81.84,,
SCH_0045,2020,8.0,89.95,,
SCH_0012,2020,8.0,,,
SCH_0090,2024,7.0,,90.32,
SCH_0064,2022,1.0,,,
SCH_0055,2021,11.0,,87.05,
SCH_0086,2024,5.0,,,
SCH_0017,2020,1.0,,75.43,
SCH_0040,2019,9.0,51.44,72.68,1.0
SCH_0101,2022,11.0,68.31,77.28,0.0
SCH_0032,2019,1.0,76.52,,
SCH_0018,2019,11.0,,61.54,
SCH_0034,2023,3.0,80.2,60.2,1.0
SCH_0027,2022,2.0,,,
SCH_0105,2021,5.0,46.52,,
SCH_0034,2023,2.0,54.99,,
SCH_0110,2023,7.0,,99.92,
SCH_0113,2020,8.0,,,
SCH_0043,2024,10.0,,,
SCH_0076,2020,9.0,90.36,76.17,0.0
SCH_0072,2019,8.0,69.46,64.48,1.0
SCH_0026,2021,1.0,,,
SCH_0012,2024,11.0,,,
SCH_0002,2021,12.0,77.95,88.82,0.0
SCH_0089,2022,7.0,,,
SCH_0026,2024,5.0,94.72,,
SCH_0035,2024,12.0,,,
SCH_0098,2021,9.0,,61.56,
SCH_0050,2021,9.0,,81.09,
SCH_0054,2024,2.0,,62.49,
SCH_0070,2021,9.0,,,
SCH_0078,2022,9.0,,,
SCH_0043,2022,11.0,74.79,60.29,1.0
SCH_0101,2020,9.0,,77.32,
SCH_0058,2024,12.0,80.89,,
SCH_0034,2023,,,,
SCH_0099,2024,1.0,,98.13,
SCH_0012,2022,11.0,,97.51,
SCH_0030,2019,6.0,73.66,,
SCH_0038,2019,12.0,73.15,,
SCH_0008,2021,,81.33,83.7,0.0
SCH_0023,2022,3.0,,,
SCH_0099,2022,8.0,71.67,,
SCH_0043,2023,1.0,,65.89,
SCH_0058,2024,12.0,,,
SCH_0069,2022,,87.8,64.0,1.0
SCH_0008,2022,4.0,,85.85,
SCH_0074,2022,5.0,,68.2,
SCH_0034,2021,10.0,87.68,,
SCH_0019,2019,5.0,,,
SCH_0097,2024,8.0,,63.03,
SCH_0018,2019,8.0,84.21,93.01,0.0
SCH_0021,2023,6.0,,,
SCH_0108,2022,4.0,,,
SCH_0086,2020,12.0,46.84,,
SCH_0034,2024,10.0,,64.35,
SCH_0026,2020,9.0,,,
SCH_0029,2024,5.0,,,
SCH_0110,2019,4.0,67.57,78.65,0.0
SCH_0098,2020,5.0,74.86,,
SCH_0108,2019,,,,
SCH_0073,2021,2.0,,,
SCH_0086,2019,6.0,48.16,88.14,1.0
SCH_0027,2024,11.0,71.55,,
SCH_0109,2023,3.0,,80.41,
SCH_0048,2024,4.0,90.34,,
SCH_0070,2022,12.0,59.27,,
SCH_0022,2022,1.0,,,
SCH_0026,2019,1.0,43.2,,
SCH_0111,2021,8.0,62.79,,
SCH_0056,2020,1.0,,60.99,
SCH_0072,2019,9.0,91.27,,
SCH_0111,2021,9.0,94.52,81.75,0.0
SCH_0001,2020,2.0,,81.55,
SCH_0055,2021,8.0,51.29,70.48,1.0
SCH_0044,2023,9.0,52.38,,
SCH_0087,2021,4.0,83.77,95.65,0.0
SCH_0041,2019,,74.21,74.11,0.0
SCH_0039,2023,7.0,86.5,79.52,0.0
SCH_0058,2021,6.0,65.07,90.89,0.0
SCH_0093,2019,,58.5,63.03,1.0
SCH_0067,2023,3.0,70.83,63.73,1.0
SCH_0097,2022,5.0,,62.65,
SCH_0044,2019,9.0,,72.34,
SCH_0001,2024,1.0,,,
SCH_0088,2021,5.0,,,
SCH_0078,2021,4.0,83.66,97.73,0.0
SCH_0101,2020,11.0,68.57,61.03,1.0
SCH_0080,2020,,91.02,97.85,0.0
SCH_0021,2023,2.0,,99.03,
SCH_0102,2019,8.0,73.57,93.59,0.0
SCH_0044,2019,12.0,89.48,,
SCH_0106,2023,12.0,83.8,,
SCH_0061,2020,9.0,84.69,,
SCH_0060,2024,9.0,,,
SCH_0005,2024,12.0,,70.77,
SCH_0026,2022,6.0,,91.66,
SCH_0061,2023,4.0,,73.08,
SCH_0077,2020,6.0,,,
SCH_0049,2020,7.0,92.05,,
SCH_0066,2021,4.0,,,
SCH_0045,2023,,,84.9,
SCH_0005,2019,10.0,83.84,72.39,0.0
SCH_0032,2019,3.0,,,
SCH_0082,2023,7.0,,,
SCH_0011,2020,12.0,,,
SCH_0030,2023,6.0,62.98,,
SCH_0051,2022,6.0,92.73,,
SCH_0018,2019,4.0,84.83,73.33,0.0
SCH_0059,2020,11.0,87.44,,
SCH_0054,2023,7.0,41.9,71.82,1.0
SCH_0035,2019,8.0,,87.02,
SCH_0087,2019,,75.26,,
SCH_0065,2024,4.0,,,
SCH_0002,2023,,,,
SCH_0083,2023,9.0,93.65,90.65,0.0
SCH_0063,2022,6.0,,,
SCH_0069,2020,4.0,,,
SCH_0080,2024,7.0,84.78,97.09,0.0
SCH_0099,2019,6.0,,,
SCH_0031,2024,4.0,,97.67,
SCH_0075,2021,2.0,66.46,,
SCH_0006,2022,8.0,,,
SCH_0028,2020,1.0,,71.63,
SCH_0114,2019,2.0,56.28,,
SCH_0007,2022,7.0,94.38,67.13,1.0
SCH_0008,2024,12.0,,,
SCH_0015,2020,8.0,,,
SCH_0013,2024,4.0,87.19,73.5,0.0
SCH_0111,2021,9.0,,,
SCH_0111,2019,10.0,53.32,63.73,1.0
SCH_0012,2019,2.0,76.16,91.89,0.0
SCH_0028,2024,,63.37,,
SCH_0108,2020,7.0,89.68,,
SCH_0067,2024,7.0,90.56,90.81,0.0
SCH_0081,2022,12.0,43.06,85.97,1.0
SCH_0002,2023,10.0,47.13,,
SCH_0091,2019,11.0,72.35,79.14,0.0
SCH_0105,2019,9.0,,73.62,
SCH_0033,2022,12.0,,68.34,
SCH_0057,2019,7.0,,99.71,
SCH_0104,2022,6.0,,,
SCH_0042,2021,,86.72,75.76,0.0
SCH_0065,2019,8.0,,,
SCH_0053,2022,10.0,77.95,68.41,1.0
SCH_0067,2022,2.0,,87.75,
SCH_0089,2019,8.0,61.8,,
SCH_0106,2021,10.0,93.39,92.82,0.0
SCH_0094,2023,1.0,,89.81,
SCH_0093,2023,11.0,,,
SCH_0007,2024,,,,
SCH_0105,2021,11.0,,71.27,
SCH_0050,2019,,,75.96,
SCH_0069,2020,10.0,83.68,,
SCH_0030,2024,9.0,,,
SCH_0064,2023,11.0,,90.51,
SCH_0024,2023,11.0,,,
SCH_0115,2024,11.0,,,
SCH_0058,2024,12.0,51.31,93.92,1.0
SCH_0081,2020,8.0,,,
SCH_0017,2019,,88.45,86.39,0.0
SCH_0076,2019,11.0,,71.35,
SCH_0087,2023,11.0,75.76,63.91,1.0
SCH_0056,2019,1.0,87.4,75.38,0.0
SCH_0018,2024,,,,
SCH_0039,2023,5.0,40.4,90.61,1.0
SCH_0007,2023,7.0,,61.28,
SCH_0045,2021,11.0,82.93,69.5,1.0
SCH_0083,2020,7.0,83.34,,
SCH_0117,2022,,64.98,97.53,0.0
SCH_0093,2020,10.0,86.21,,
SCH_0074,2023,7.0,71.5,,
SCH_0075,2019,8.0,75.72,,
SCH_0018,2020,1.0,69.04,89.21,0.0
